,f1-score,precision,recall,support
accuracy,0.6801346801346801,0.6801346801346801,0.6801346801346801,0.6801346801346801
c_clusters,0.9213483146067416,0.9111111111111111,0.9318181818181818,44.0
circle,0.9268292682926831,0.8837209302325582,0.9743589743589743,39.0
clusters,0.9344262295081968,0.95,0.9193548387096774,62.0
macro avg,0.6752705789917745,0.676843164570227,0.6874604606862671,297.0
random,0.47863247863247865,0.417910447761194,0.56,50.0
sphere,0.2857142857142857,0.4074074074074074,0.22,50.0
torus,0.5046728971962617,0.4909090909090909,0.5192307692307693,52.0
weighted avg,0.6703044525493713,0.674232897823776,0.6801346801346801,297.0
